"TOA5","13030","CR6","13030","CR6.Std.10.02 CR6-WIFI.05","CPU:BVR_Platform_20231006.CR6","64821","bvre-waterquality"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","wtr_10","wtr_11","wtr_12","wtr_13","doobs_6","dosat_6","dotemp_6","doobs_13","dosat_13","dotemp_13","EXO_Date","EXO_Time","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","Turbidity_FNU_1","TSS_mgL_1","EXO_pressure","EXO_depth","EXO_battery","EXO_cablepower","EXO_wiper","Lvl_psi","wtr_pt_13"
"TS","RN","Volts","Deg C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","","","","","","","","","","","","","","","","","","","","","","","","","","","","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2026-01-01 00:00:00",40672,12.87,5.4,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.29107,96.67314,2.21524,13.33553,97.23778,2.306656,260101,5525,2.215,26.13,46.26,30.07,94.29,12.96,1.41,4.84,2.04,1.35,4.17,12.46,15.86,0,2.73,1.923,4.17,11.3,1.19,8.564789,2.319536
"2026-01-01 00:10:00",40673,12.87,5.443,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.28974,96.65842,2.213333,13.36035,97.37811,2.291283,260101,10525,2.219,26.12,46.24,30.06,94.29,12.96,1.5,5.17,2.06,1.37,4.18,12.5,15.82,0,2.75,1.934,4.18,11.28,1.19,8.565244,2.302098
"2026-01-01 00:20:00",40674,12.87,5.509,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.27984,96.58827,2.21402,13.37227,97.40786,2.269699,260101,11525,2.218,26.12,46.24,30.06,94.26,12.96,1.44,4.95,2.04,1.36,4.19,12.52,15.94,0,2.74,1.928,4.11,11.29,1.19,8.567772,2.283726
"2026-01-01 00:30:00",40675,12.88,5.633,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.31284,96.83148,2.21524,13.38126,97.46369,2.266067,260101,12525,2.217,26.12,46.25,30.06,94.25,12.96,1.44,4.92,2.01,1.32,4.15,12.41,16.03,0,2.74,1.927,4.09,11.29,1.19,8.566224,2.274508
"2026-01-01 00:40:00",40676,12.72,5.832,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.29783,96.78294,2.238235,13.39625,97.50733,2.241348,260101,13525,2.227,26.12,46.23,30.05,94.32,12.96,1.4,4.8,2.05,1.36,4.16,12.44,15.82,0,2.73,1.923,4.14,11.14,1.19,8.56549,2.261389
"2026-01-01 00:50:00",40677,12.69,6.181,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.29585,96.73381,2.22509,13.38299,97.36052,2.222328,260101,14525,2.249,26.15,46.24,30.06,94.3,12.95,1.35,4.62,2.01,1.32,4.17,12.47,16.1,0,2.74,1.927,4.08,11.13,1.19,8.566471,2.243745
"2026-01-01 01:00:00",40678,12.71,6.525,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.29099,96.73314,2.238235,13.40426,97.52838,2.227341,260101,15525,2.225,26.12,46.23,30.05,94.26,12.96,1.36,4.65,2.01,1.32,4.18,12.51,15.9,0,2.74,1.926,4.16,11.12,1.19,8.568618,2.250387
"2026-01-01 01:10:00",40679,12.79,6.783,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.32461,96.98484,2.241005,13.39425,97.47818,2.235825,260101,20525,2.225,26.11,46.21,30.04,94.27,12.96,1.39,4.73,2.03,1.34,4.17,12.46,15.86,0,2.73,1.921,4.16,11.12,1.19,8.55666,2.257877
"2026-01-01 01:20:00",40680,12.87,6.811,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.30622,96.85097,2.241005,13.39856,97.53254,2.244461,260101,21025,2.227,26.13,46.25,30.06,94.25,12.95,1.33,4.54,1.99,1.31,4.17,12.47,16.09,0,2.74,1.926,4.16,11.21,1.19,8.56705,2.274622
"2026-01-01 01:30:00",40681,12.88,6.698,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.30323,96.82669,2.239967,13.40965,97.60625,2.241867,260101,22525,2.236,26.14,46.24,30.06,94.3,12.96,1.36,4.62,2.01,1.32,4.17,12.47,15.95,0,2.73,1.924,4.1,11.28,1.2,8.570632,2.262577
"2026-01-01 01:40:00",40682,12.88,6.549,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.31776,96.86589,2.214722,13.39677,97.51299,2.242043,260101,23525,2.252,26.14,46.23,30.05,94.25,12.94,1.38,4.7,2,1.32,4.17,12.47,16.06,0,2.73,1.922,4.16,11.27,1.2,8.570846,2.26082
"2026-01-01 01:50:00",40683,12.87,6.411,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.29727,96.85248,2.266243,13.39772,97.6001,2.272278,260101,24525,2.258,26.15,46.23,30.05,94.3,12.95,1.4,4.78,2.02,1.33,4.18,12.48,15.9,0,2.74,1.927,4.1,11.26,1.2,8.567917,2.302478
"2026-01-01 02:00:00",40684,12.87,6.284,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.29304,96.7201,2.227699,13.39407,97.56498,2.269012,260101,25525,2.252,26.13,46.21,30.03,94.26,12.95,1.33,4.52,1.98,1.29,4.16,12.44,15.98,0,2.73,1.922,4.06,11.27,1.2,8.571504,2.296124
"2026-01-01 02:10:00",40685,12.83,6.191,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.27306,96.63285,2.249817,13.40078,97.54255,2.242218,260101,30525,2.269,26.16,46.22,30.05,94.26,12.94,1.4,4.78,2.01,1.32,4.18,12.5,15.95,0,2.74,1.927,4.1,11.26,1.2,8.565841,2.265546
"2026-01-01 02:20:00",40686,12.88,6.089,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.27565,96.65538,2.251198,13.37624,97.43408,2.268661,260101,31525,2.264,26.15,46.22,30.04,94.28,12.94,1.38,4.71,2,1.31,4.18,12.5,15.94,0,2.73,1.923,4.16,11.26,1.21,8.563438,2.287002
"2026-01-01 02:30:00",40687,12.84,6.008,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.28535,96.73522,2.254654,13.38375,97.49255,2.270035,260101,32525,2.265,26.16,46.25,30.06,94.24,12.94,1.4,4.78,2.06,1.37,4.18,12.49,15.93,0,2.74,1.927,4.18,11.25,1.21,8.5732,2.281703
"2026-01-01 02:40:00",40688,12.85,5.962,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.2941,96.69339,2.214554,13.38283,97.47425,2.265717,260101,33525,2.269,26.15,46.22,30.05,94.23,12.94,1.36,4.63,2.02,1.33,4.17,12.47,15.83,0,2.74,1.926,4.11,11.25,1.21,8.563934,2.281475
"2026-01-01 02:50:00",40689,12.83,5.961,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.29984,96.80746,2.242027,13.3788,97.43946,2.263657,260101,34525,2.259,26.11,46.17,30.01,94.17,12.93,1.4,4.77,2.02,1.33,4.18,12.5,15.83,0,2.73,1.921,4.16,11.25,1.2,8.541226,2.278693
"2026-01-01 03:00:00",40690,12.83,6.024,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.3184,96.90409,2.227501,13.39361,97.44049,2.223358,260101,35525,2.262,26.15,46.23,30.05,94.2,12.93,1.37,4.67,2.02,1.33,4.17,12.48,15.9,0,2.74,1.926,4.15,11.24,1.2,8.54167,2.247116
"2026-01-01 03:10:00",40691,12.84,6.132,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.29845,96.72811,2.215759,13.38504,97.34244,2.209885,260101,40525,2.232,26.13,46.23,30.05,94.2,12.95,1.34,4.55,2.02,1.33,4.18,12.5,15.87,0,2.74,1.926,4.1,11.25,1.19,8.563155,2.229976
"2026-01-01 03:20:00",40692,12.84,6.235,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.30172,96.7519,2.215759,13.40741,97.48303,2.201569,260101,41525,2.226,26.13,46.25,30.06,94.2,12.95,1.33,4.53,2.01,1.32,4.19,12.52,15.74,0,2.71,1.911,4.09,11.25,1.19,8.509274,2.222774
"2026-01-01 03:30:00",40693,12.83,6.355,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.28357,96.62218,2.216621,13.40506,97.43802,2.191025,260101,42525,2.219,26.11,46.23,30.05,94.2,12.95,1.28,4.33,1.98,1.29,4.19,12.53,15.82,0,2.7,1.901,4.09,11.23,1.19,8.475434,2.215271
"2026-01-01 03:40:00",40694,12.84,6.417,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.29766,96.71188,2.211769,13.40877,97.46538,2.191193,260101,43525,2.215,26.11,46.23,30.05,94.19,12.95,1.38,4.71,2.01,1.32,4.2,12.54,15.69,0,2.73,1.919,4.1,11.23,1.19,8.552982,2.216708
"2026-01-01 03:50:00",40695,12.83,6.381,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.32209,96.87595,2.206589,13.40657,97.44994,2.191368,260101,44525,2.209,26.12,46.26,30.07,94.19,12.95,1.33,4.53,1.98,1.29,4.18,12.5,16.14,0,2.73,1.919,4.16,11.24,1.19,8.523147,2.219268
"2026-01-01 04:00:00",40696,12.82,6.382,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.32523,96.8669,2.194481,13.40816,97.4655,2.192932,260101,45525,2.207,26.1,46.23,30.05,94.26,12.96,1.31,4.46,2.01,1.32,4.19,12.52,15.73,0,2.72,1.915,4.11,11.23,1.19,8.51529,2.223758
"2026-01-01 04:10:00",40697,12.83,6.412,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.32005,96.83692,2.197418,13.40354,97.42554,2.190491,260101,50525,2.204,26.1,46.23,30.05,94.18,12.95,1.33,4.54,2.03,1.34,4.17,12.45,15.94,0,2.73,1.925,4.16,11.23,1.19,8.456601,2.213808
"2026-01-01 04:20:00",40698,12.84,6.432,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.32125,96.84018,2.195343,13.40026,97.40438,2.191551,260101,51525,2.208,26.1,46.23,30.05,94.13,12.94,1.37,4.66,2.02,1.33,4.18,12.51,15.71,0,2.74,1.926,4.07,11.21,1.19,8.540273,2.214678
"2026-01-01 04:30:00",40699,12.83,6.437,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.32792,96.87226,2.189102,13.40154,97.41204,2.190849,260101,52525,2.195,26.09,46.23,30.05,94.19,12.96,1.32,4.51,2.01,1.32,4.18,12.51,15.74,0,2.74,1.926,4.14,11.22,1.19,8.545634,2.207581
"2026-01-01 04:40:00",40700,12.63,6.493,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.31715,96.79214,2.188423,13.40121,97.40592,2.189461,260101,53525,2.189,26.09,46.23,30.05,94.18,12.96,1.31,4.44,1.98,1.29,4.18,12.5,16.16,0,2.72,1.917,4.23,11.08,1.19,8.524435,2.211489
"2026-01-01 04:50:00",40701,12.67,6.688,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.32822,96.87538,2.189461,13.4124,97.48767,2.189629,260101,54525,2.198,26.09,46.23,30.05,94.18,12.95,1.34,4.58,1.99,1.3,4.18,12.5,15.79,0,2.73,1.922,4.09,11.05,1.19,8.530279,2.209825
"2026-01-01 05:00:00",40702,12.63,6.904,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.30855,96.72324,2.186005,13.40589,97.43766,2.188606,260101,55525,2.186,26.08,46.22,30.05,94.15,12.95,1.32,4.48,1.99,1.3,4.18,12.5,15.94,0,2.74,1.93,4.13,11.05,1.19,8.531127,2.210216
"2026-01-01 05:10:00",40703,12.72,7.096,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.30692,96.72101,2.189644,13.39655,97.36061,2.18515,260101,60525,2.186,26.08,46.22,30.04,94.2,12.96,1.34,4.58,2.01,1.32,4.19,12.51,15.86,0,2.73,1.924,4.13,11.03,1.19,8.523316,2.206649
"2026-01-01 05:20:00",40704,12.79,7.073,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.3325,96.87082,2.175972,13.39692,97.36245,2.184784,260101,61525,2.187,26.08,46.22,30.05,94.16,12.95,1.31,4.47,2.03,1.34,4.17,12.47,15.94,0,2.75,1.934,4.12,11.19,1.19,8.526129,2.204191
"2026-01-01 05:30:00",40705,12.79,6.969,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.30051,96.67208,2.188782,13.40162,97.40372,2.187561,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",8.49242,2.205426
"2026-01-01 05:40:00",40706,12.79,6.848,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.30702,96.66236,2.16713,13.39818,97.3629,2.181511,260101,63525,2.178,26.09,46.25,30.06,94.18,12.96,1.34,4.56,2,1.31,4.19,12.53,15.84,0,2.73,1.922,4.14,11.19,1.2,8.521813,2.204872
"2026-01-01 05:50:00",40707,12.78,6.731,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.31062,96.72242,2.179947,13.41539,97.45801,2.170265,260101,64525,2.184,26.08,46.22,30.04,94.14,12.95,1.32,4.5,2.01,1.32,4.17,12.46,16.09,0,2.74,1.931,4.16,11.18,1.2,8.53983,2.198836
"2026-01-01 06:00:00",40708,12.74,6.628,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.31863,96.77008,2.175972,13.4189,97.47795,2.168182,260101,65525,2.185,26.09,46.23,30.05,94.14,12.95,1.31,4.47,2.02,1.33,4.17,12.46,16.17,0,2.73,1.923,4.19,11.18,1.2,8.534446,2.194893
"2026-01-01 06:10:00",40709,12.78,6.548,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.30926,96.7052,2.17717,13.40872,97.39678,2.165405,260101,70525,2.187,26.08,46.22,30.04,94.12,12.95,1.33,4.52,1.99,1.3,4.18,12.5,15.99,0,2.72,1.916,4.19,11.17,1.2,8.550922,2.193671
"2026-01-01 06:20:00",40710,12.76,6.464,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.3125,96.71772,2.173019,13.41522,97.44168,2.164558,260101,71525,2.17,26.07,46.23,30.05,94.13,12.96,1.35,4.61,2.01,1.32,4.18,12.49,15.91,0,2.74,1.929,4.13,11.17,1.2,8.549988,2.182956
"2026-01-01 06:30:00",40711,12.76,6.407,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.32664,96.80857,2.168518,13.41028,97.40882,2.165749,260101,72525,2.174,26.07,46.23,30.05,94.19,12.96,1.35,4.59,2.01,1.32,4.17,12.46,16.14,0,2.71,1.907,4.13,11.16,1.2,8.492348,2.184353
"2026-01-01 06:40:00",40712,12.75,6.35,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.30837,96.6641,2.164017,13.41637,97.44913,2.164207,260101,73525,2.173,26.07,46.22,30.04,94.19,12.96,1.31,4.45,2.03,1.34,4.18,12.49,16.14,0,2.74,1.928,4.18,11.16,1.2,8.516782,2.181092
"2026-01-01 06:50:00",40713,12.76,6.296,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.32695,96.79723,2.163338,13.42026,97.47178,2.162125,260101,74525,2.168,26.05,46.2,30.03,94.16,12.96,1.34,4.58,2.01,1.33,4.18,12.49,16.19,0,2.74,1.932,4.16,11.15,1.2,8.497023,2.177077
"2026-01-01 07:00:00",40714,12.71,6.238,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.32566,96.7865,2.162819,13.42615,97.48785,2.152084,260101,75525,2.168,26.06,46.21,30.03,94.2,12.97,1.35,4.61,2,1.31,4.18,12.49,16.14,0,2.76,1.944,4.1,11.15,1.2,8.460789,2.174044
"2026-01-01 07:10:00",40715,12.74,6.185,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.28875,96.51982,2.163338,13.41513,97.41895,2.15625,260101,80525,2.166,26.04,46.17,30.01,94.15,12.96,1.31,4.46,2.02,1.33,4.19,12.51,16.12,0,2.76,1.943,4.18,11.14,1.2,8.53515,2.176196
"2026-01-01 07:20:00",40716,12.74,6.139,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.31256,96.693,2.163498,13.41586,97.42134,2.155205,260101,81524,2.16,26.05,46.21,30.03,94.16,12.96,1.35,4.6,2.02,1.33,4.17,12.46,16.44,0,2.76,1.946,4.2,11.14,1.2,8.52997,2.173729
"2026-01-01 07:30:00",40717,12.72,6.096,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.29581,96.57017,2.162994,13.41225,97.39659,2.155716,260101,82524,2.159,26.05,46.21,30.03,94.15,12.96,1.21,4.08,1.97,1.28,4.18,12.49,16.1,0,2.76,1.942,4.19,11.13,1.2,8.525898,2.175957
"2026-01-01 07:40:00",40718,12.72,6.059,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.2743,96.41394,2.162994,13.40005,97.32495,2.162132,260101,83524,2.161,26.06,46.23,30.05,94.15,12.96,1.26,4.28,2,1.31,4.18,12.49,16.09,0,2.76,1.945,4.22,11.14,1.2,8.532305,2.177253
"2026-01-01 07:50:00",40719,12.73,6.024,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.28085,96.46102,2.162819,13.40158,97.34208,2.16436,260101,84524,2.166,26.06,46.22,30.04,94.16,12.96,1.19,4.01,2,1.31,4.17,12.47,16.2,0,2.76,1.945,4.22,11.15,1.2,8.531113,2.17792
"2026-01-01 08:00:00",40720,12.77,5.998,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.27504,96.41828,2.162628,13.39321,97.27925,2.163681,260101,85524,2.161,26.06,46.22,30.04,94.17,12.97,1.27,4.31,1.98,1.3,4.17,12.47,16.13,0,2.77,1.952,4.22,11.15,1.2,8.530958,2.18147
"2026-01-01 08:10:00",40721,12.89,6.009,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.28641,96.50183,2.162994,13.40592,97.35976,2.159187,260101,90524,2.172,26.05,46.18,30.02,94.1,12.95,1.27,4.32,2.02,1.33,4.18,12.49,16.23,0,2.77,1.952,4.21,11.16,1.2,8.536662,2.173591
"2026-01-01 08:20:00",40722,12.94,6.034,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.30362,96.62638,2.162819,13.39117,97.26336,2.163162,260101,91524,2.163,26.04,46.18,30.02,94.17,12.97,1.25,4.22,1.97,1.28,4.16,12.44,16.26,0,2.78,1.955,4.21,11.3,1.2,8.53167,2.180362
"2026-01-01 08:30:00",40723,13,6.102,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.28379,96.48836,2.16507,13.41145,97.40625,2.161606,260101,92524,2.167,26.05,46.2,30.03,94.13,12.96,1.27,4.3,2,1.31,4.16,12.44,16.14,0,2.77,1.95,4.21,11.38,1.2,8.526066,2.177706
"2026-01-01 08:40:00",40724,12.56,6.288,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.30984,96.67102,2.162628,13.40317,97.34077,2.159523,260101,93524,2.159,26.06,46.22,30.04,94.21,12.97,1.3,4.42,2,1.31,4.17,12.47,16.33,0,2.77,1.949,4.2,11.06,1.2,8.524154,2.177643
"2026-01-01 08:50:00",40725,12.55,6.691,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.29667,96.58087,2.164719,13.41358,97.42736,2.163689,260101,94524,2.159,26.05,46.21,30.04,94.22,12.97,1.22,4.11,2,1.31,4.17,12.45,16.23,0,2.77,1.95,4.21,10.95,1.2,8.532068,2.180476
"2026-01-01 09:00:00",40726,12.67,7.175,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.3178,96.73047,2.16317,13.41118,97.40541,2.161949,260101,95524,2.162,26.06,46.23,30.05,94.23,12.97,1.29,4.38,1.97,1.28,4.16,12.43,16.09,0,2.78,1.955,4.05,10.97,1.2,8.528299,2.181105
"2026-01-01 09:10:00",40727,13.55,7.674,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.32842,96.80702,2.162994,13.44084,97.61627,2.160217,260101,100524,2.166,26.04,46.18,30.02,94.27,12.98,1.36,4.66,2.03,1.34,4.18,12.5,16.27,0,2.75,1.939,4.18,11.3,1.2,8.53442,2.179355
"2026-01-01 09:20:00",40728,14.29,8.32,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.33408,96.86262,2.168518,13.4307,97.55442,2.164719,260101,101524,2.168,26.05,46.2,30.03,94.26,12.97,1.19,4.02,1.99,1.3,4.15,12.41,16.2,0,2.78,1.958,4.17,12.77,1.2,8.530874,2.183547
"2026-01-01 09:30:00",40729,14.29,8.71,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.36118,97.07283,2.173538,13.43501,97.58392,2.164017,260101,102524,2.177,26.06,46.21,30.03,94.29,12.98,1.14,3.82,1.98,1.29,4.17,12.48,16.08,0,2.78,1.959,4.16,12.7,1.2,8.525922,2.184605
"2026-01-01 09:40:00",40730,14.29,8.79,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.33981,96.95735,2.188591,13.43901,97.61855,2.1661,260101,103524,2.177,26.05,46.17,30.01,94.31,12.98,1.25,4.22,2,1.31,4.18,12.5,16.12,0,2.77,1.952,4.11,12.7,1.2,8.513533,2.185561
"2026-01-01 09:50:00",40731,14.25,8.69,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.35979,97.10614,2.18998,13.46389,97.80122,2.166794,260101,104024,2.187,26.06,46.18,30.02,94.37,12.98,1.03,3.42,1.99,1.3,4.17,12.45,16.27,0,2.78,1.955,4.13,12.7,1.2,8.521086,2.196695
"2026-01-01 10:00:00",40732,14.29,8.53,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.37771,97.25341,2.196381,13.45334,97.77,2.183929,260101,105524,2.2,26.06,46.17,30.01,94.53,13,0.89,2.9,1.95,1.26,4.18,12.49,16.1,0,2.75,1.936,4.17,12.69,1.2,8.488556,2.205136
"2026-01-01 10:10:00",40733,14.29,8.35,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.35868,97.15215,2.210396,13.46924,97.90549,2.19136,260101,110524,2.204,26.07,46.18,30.02,94.53,13,1.02,3.37,2,1.31,4.16,12.45,16.32,0,2.77,1.947,4.22,12.71,1.2,8.508483,2.214413
"2026-01-01 10:20:00",40734,14.28,8.22,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.37398,97.27646,2.215401,13.46535,97.89154,2.196732,260101,111524,2.211,26.08,46.18,30.02,94.51,13,1.05,3.49,1.97,1.29,4.17,12.45,16.11,0,2.77,1.951,4.13,12.71,1.2,8.53357,2.225624
"2026-01-01 10:30:00",40735,14.29,8.12,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.35018,97.11815,2.22094,13.45457,97.83649,2.205551,260101,112524,2.225,26.09,46.18,30.02,94.58,13,0.91,2.98,1.98,1.29,4.17,12.46,16.2,0,2.79,1.963,4.14,12.73,1.2,8.526284,2.232197
"2026-01-01 10:40:00",40736,14.28,8.08,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.32734,97.01483,2.244804,13.46915,97.978,2.21888,260101,113524,2.232,26.1,46.18,30.02,94.61,13,1.03,3.42,1.97,1.28,4.16,12.44,16.33,0,2.78,1.958,4.19,12.72,1.2,8.527225,2.247369
"2026-01-01 10:50:00",40737,14.29,8.11,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.31019,96.91152,2.25293,13.45547,97.87819,2.218697,260101,114524,2.253,26.1,46.16,30,94.75,13.01,0.97,3.19,1.98,1.29,4.16,12.43,16.15,0,2.78,1.957,4.2,12.68,1.2,8.51057,2.244187
"2026-01-01 11:00:00",40738,13.87,8.12,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.29408,96.83285,2.267616,13.45531,97.93082,2.238937,260101,115524,2.266,26.11,46.16,30,94.76,13.01,1.14,3.84,1.97,1.28,4.16,12.43,16.3,0,2.78,1.958,4.24,12.65,1.2,8.521501,2.258029
