Reservoir,Site,DateTime,ThermistorTemp_C_1,ThermistorTemp_C_2,ThermistorTemp_C_3,ThermistorTemp_C_4,ThermistorTemp_C_5,ThermistorTemp_C_6,ThermistorTemp_C_7,ThermistorTemp_C_8,ThermistorTemp_C_9,ThermistorTemp_C_10,ThermistorTemp_C_11,ThermistorTemp_C_12,ThermistorTemp_C_13,RDO_mgL_6,RDOsat_percent_6,RDOTemp_C_6,RDO_mgL_8,RDOsat_percent_8,RDOTemp_C_8,RDO_mgL_13,RDOsat_percent_13,RDOTemp_C_13,EXOTemp_C_1.5,EXOCond_uScm_1.5,EXOSpCond_uScm_1.5,EXOTDS_mgL_1.5,EXODOsat_percent_1.5,EXODO_mgL_1.5,EXOChla_RFU_1.5,EXOChla_ugL_1.5,EXOBGAPC_RFU_1.5,EXOBGAPC_ugL_1.5,EXOfDOM_RFU_1.5,EXOfDOM_QSU_1.5,EXOTurbidity_FNU_1.5,EXOPressure_psi,EXODepth_m,EXOBattery_V,EXOCablepower_V,EXOWiper_V,LvlPressure_psi_13,LvlDepth_m_13,LvlTemp_C_13,RECORD,CR6Battery_V,CR6Panel_Temp_C,Flag_ThermistorTemp_C_1,Flag_ThermistorTemp_C_2,Flag_ThermistorTemp_C_3,Flag_ThermistorTemp_C_4,Flag_ThermistorTemp_C_5,Flag_ThermistorTemp_C_6,Flag_ThermistorTemp_C_7,Flag_ThermistorTemp_C_8,Flag_ThermistorTemp_C_9,Flag_ThermistorTemp_C_10,Flag_ThermistorTemp_C_11,Flag_ThermistorTemp_C_12,Flag_ThermistorTemp_C_13,Flag_RDO_mgL_6,Flag_RDOsat_percent_6,Flag_RDOTemp_C_6,Flag_RDO_mgL_8,Flag_RDOsat_percent_8,Flag_RDOTemp_C_8,Flag_RDO_mgL_13,Flag_RDOsat_percent_13,Flag_RDOTemp_C_13,Flag_EXOTemp_C_1.5,Flag_EXOCond_uScm_1.5,Flag_EXOSpCond_uScm_1.5,Flag_EXOTDS_mgL_1.5,Flag_EXODOsat_percent_1.5,Flag_EXODO_mgL_1.5,Flag_EXOChla_RFU_1.5,Flag_EXOChla_ugL_1.5,Flag_EXOBGAPC_RFU_1.5,Flag_EXOBGAPC_ugL_1.5,Flag_EXOfDOM_RFU_1.5,Flag_EXOfDOM_QSU_1.5,Flag_EXOTurbidity_FNU_1.5,Flag_EXOPressure_psi,Flag_EXODepth_m,Flag_EXOBattery_V,Flag_EXOCablepower_V,Flag_EXOWiper_V,Flag_LvlPressure_psi_13,Flag_LvlTemp_C_13
BVR,50,2026-07-06 17:00:00,NA,NA,NA,NA,NA,NA,NA,28.93694,25.92291,20.60555,16.90054,15.09237,13.65801,NA,NA,NA,9.72975,125.2055,28.40875,0,0,13.86031,27.496,41.65,39.75,25.84,143.09,11.3,4.47,16.74,0,0.58,4.69,14.979999999999999,5.199999999999999,1.12,0.793,6.43,11.82,1.19,8.448218,5.9521919919,13.77254,67558,13.42,35.14,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 17:10:00,NA,NA,NA,NA,NA,NA,NA,28.79724,26.02746,20.38833,16.91186,15.16305,13.6329,NA,NA,NA,9.65018,124.2988,28.46231,0,0,13.83716,27.451,41.54,39.68,25.8,140.29,11.09,4.53,16.99,0,0.6,4.64,14.83,6.08,1.12,0.791,6.42,11.94,1.19,8.448066,5.952084900300001,13.73665,67559,13.53,34.78,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 17:20:00,NA,NA,NA,NA,NA,NA,NA,28.82394,25.92947,20.2362,16.93823,15.14569,13.61697,NA,NA,NA,9.68321,124.6643,28.43498,0,0,13.81658,27.486,41.55,39.67,25.78,137.7,10.88,4.02,14.989999999999998,0,0.54,4.61,14.77,5.59,1.12,0.79,6.43,11.94,1.19,8.448934,5.9526964496999994,13.73924,67560,13.52,34.34,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 17:30:00,NA,NA,NA,NA,NA,NA,NA,28.8424,25.5996,20.30084,16.93048,15.10006,13.66345,NA,NA,NA,9.54562,122.9611,28.46651,0,0,13.82232,27.452,41.57,39.71,25.81,139,10.99,3.71,13.819999999999999,0,0.5,4.63,14.82,6.3,1.12,0.791,6.42,11.91,1.19,8.449277,5.952938110350001,13.7574,67561,13.4,33.9,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 17:40:00,NA,NA,NA,NA,NA,NA,NA,28.7825,25.57903,20.28491,16.93688,15.02038,13.5902,NA,NA,NA,9.67187,124.561,28.45454,0,0,13.7704,27.334,41.28,39.52,25.69,142.28,11.27,5.43,20.46,0.1100000000000001,0.7699999999999999,4.58,14.67,4.63,1.12,0.791,6.43,11.82,1.19,8.448429,5.952340651950001,13.65994,67562,13.36,33.5,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 17:50:00,NA,NA,NA,NA,NA,NA,NA,28.78997,25.44692,20.38458,16.95318,14.9862,13.59289,NA,NA,NA,9.6636,124.5145,28.48187,0,0,13.77193,26.974,40.92,39.43,25.63,124.94,9.96,5.54,20.87,0.21999999999999997,0.88,4.61,14.74,5.699999999999999,1.12,0.789,6.43,11.84,1.19,8.449799,5.953305885450001,13.73475,67563,13.39,33.14,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 18:00:00,NA,NA,NA,NA,NA,NA,NA,28.79046,25.38604,20.55248,16.9631,14.96563,13.59072,NA,NA,NA,9.79975,126.207,28.45423,0,0,13.81581,26.844,40.7,39.31,25.55,123.45,9.86,5.56,20.96,0.18999999999999995,0.85,4.56,14.58,7.4399999999999995,1.12,0.789,6.42,11.85,1.19,8.448865,5.95264783575,13.77293,67564,13.44,32.76,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 18:10:00,NA,NA,NA,NA,NA,NA,NA,28.80615,25.367,20.427,16.94512,15.05224,13.65792,NA,NA,NA,9.779179,126.1461,28.5462,0,0,13.83852,26.743,40.67,39.36,25.58,128.4,10.28,5.28,19.87,0,0.62,4.58,14.65,5.06,1.12,0.789,6.43,11.99,1.19,8.448973,5.95272392715,13.78878,67565,13.79,32.45,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 18:20:00,NA,NA,NA,NA,NA,NA,NA,28.84374,25.61395,20.54278,16.93743,15.09289,13.67282,NA,NA,NA,9.80844,126.6265,28.59254,0,0,13.86274,26.933,40.68,39.23,25.5,134.46,10.73,5.08,19.099999999999998,0,0.62,4.54,14.540000000000001,5.31,1.11,0.787,6.43,11.93,1.19,8.447756,5.9518664898,13.80262,67566,13.35,32.25,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 18:30:00,NA,NA,NA,NA,NA,NA,NA,28.87066,25.68725,20.75668,16.89529,15.06796,13.691,NA,NA,NA,9.70869,125.4412,28.63905,0,0,13.88769,27.028,40.83,39.3,25.55,129.6,10.32,4.609999999999999,17.279999999999998,0,0.52,4.55,14.56,5.84,1.11,0.787,6.42,11.78,1.19,8.449306,5.9529585423,13.83166,67567,13.29,32.01,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 18:40:00,NA,NA,NA,NA,NA,NA,NA,28.88268,25.76617,20.85827,16.97854,15.04409,13.73208,NA,NA,NA,9.37796,121.1715,28.64075,0,0,13.88466,27.299,41.05,39.33,25.56,130.06,10.31,4.56,17.11,0.1299999999999999,0.7899999999999999,4.5,14.41,6.239999999999999,1.11,0.787,6.42,11.75,1.21,8.447718,5.9518397169,13.85424,67568,13.27,31.65,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 18:50:00,NA,NA,NA,NA,NA,NA,NA,28.92275,25.72094,20.76824,17.06976,15.01327,13.80483,NA,NA,NA,9.4144,121.6379,28.63857,0,0,13.93775,27.346,41.06,39.3,25.54,141.35,11.19,5.03,18.9,0.1399999999999999,0.7999999999999999,4.54,14.540000000000001,6.279999999999999,1.11,0.786,6.42,11.76,1.21,8.448844,5.952633040199999,13.9251,67569,13.27,31.26,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 19:00:00,NA,NA,NA,NA,NA,NA,NA,28.97689,25.79299,20.66097,17.11883,14.98916,13.84292,NA,NA,NA,9.49865,122.7884,28.66737,0,0,13.95666,27.374,41.27,39.48,25.66,135.6,10.73,4.53,16.98,0,0.65,4.61,14.75,5.47,1.11,0.784,6.43,11.72,1.21,8.448463,5.952364606650001,13.95452,67570,13.26,30.92,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 19:10:00,NA,NA,NA,NA,NA,NA,NA,29.03927,25.88214,20.69659,17.25915,14.93902,13.85739,NA,NA,NA,9.88587,127.9432,28.73399,0,0,13.99732,27.521,41.4,39.5,25.68,139.92,11.05,4.4799999999999995,16.8,0.17999999999999994,0.85,4.57,14.64,6.6,1.11,0.783,6.42,11.7,1.21,8.450531,5.95382161605,13.97055,67571,13.23,30.65,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 19:20:00,NA,NA,NA,NA,NA,NA,NA,29.15472,26.03695,20.669,17.16494,14.95422,13.80148,NA,NA,NA,9.94927,128.9063,28.79707,0,0,13.97343,27.647,41.42,39.42,25.63,138.05,10.87,4.79,17.97,0.1499999999999999,0.8099999999999999,4.43,14.21,7.27,1.1,0.78,6.42,11.71,1.21,8.449526,5.953113543300001,13.87259,67572,13.23,30.42,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 19:30:00,NA,NA,NA,NA,NA,NA,NA,29.38879,26.19555,20.66143,17.04864,14.95385,13.72088,NA,NA,NA,10.34549,134.3123,28.91292,0,0,13.90646,27.95,41.85,39.62,25.75,140.14,10.98,3.5799999999999996,13.299999999999999,0.09000000000000008,0.7499999999999999,4.2,13.48,6.85,1.1,0.775,6.42,11.7,1.21,8.453152,5.9556682416,13.82455,67573,13.21,30.19,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 19:40:00,NA,NA,NA,NA,NA,NA,NA,30.45394,26.4074,20.67037,16.92617,14.96054,13.66326,NA,NA,NA,10.37243,135.0207,29.06529,0,0,13.86061,28.329,42.2,39.67,25.79,139.96,10.89,3.13,11.549999999999999,0.030000000000000027,0.6900000000000001,3.88,12.47,7.16,1.09,0.772,6.42,11.68,1.21,8.456562,5.9580707571,13.76757,67574,13.14,29.86,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 19:50:00,NA,NA,NA,NA,NA,NA,NA,30.50802,26.75561,20.6882,16.86654,14.93728,13.66482,NA,NA,NA,10.39258,136.3293,29.50787,0,0,13.90721,28.526,42.5,39.82,25.88,139.94,10.85,2.9499999999999997,10.86,0,0.64,3.71,11.950000000000001,6.92,1.08,0.761,6.43,11.7,1.21,8.455532,5.9573450706,13.81361,67575,13.23,29.33,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 20:00:00,NA,NA,NA,NA,NA,NA,NA,30.45294,26.31576,20.56481,16.74102,14.93762,13.60238,NA,NA,NA,9.89666,131.7523,30.36134,0,0,13.89011,28.754,42.71,39.85,25.9,139.85,10.8,2.76,10.139999999999999,0,0.64,3.49,11.27,6.739999999999999,1.07,0.757,6.43,11.68,1.21,8.479078,5.9739344049,13.74285,67576,13.23,28.66,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 20:10:00,NA,NA,NA,NA,NA,NA,NA,30.39462,25.80136,20.6322,16.65084,14.93078,13.63458,NA,NA,NA,9.791741,130.5041,30.42759,0,0,13.9128,28.501,42.14,39.5,25.67,135.38,10.5,3.23,11.94,0.1100000000000001,0.7699999999999999,3.9299999999999997,12.64,8.459999999999999,1.06,0.751,6.43,11.68,1.21,8.473775,5.97019817625,13.79549,67577,13.23,27.95,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 20:20:00,NA,NA,NA,NA,NA,NA,NA,30.34652,25.42721,20.67053,16.66241,14.92929,13.71548,NA,NA,NA,9.75557,129.977,30.40746,0,0,13.97359,28.18,41.91,39.51,25.68,120.97,9.439999,3.55,13.17,0.1100000000000001,0.7699999999999999,4.04,12.97,9.02,1.05,0.745,6.43,11.68,1.21,8.461429,5.9614998019500005,13.87665,67578,13.23,27.32,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 20:30:00,NA,NA,NA,NA,NA,NA,NA,30.3016,25.53045,20.68527,16.57162,14.94268,13.74752,NA,NA,NA,9.51698,126.7436,30.38241,0,0,13.97298,27.838,41.55,39.42,25.62,132.71,10.42,3.95,14.719999999999999,0.1100000000000001,0.7799999999999999,4.26,13.67,6.779999999999999,1.05,0.741,6.42,11.48,1.21,8.465367,5.96427431985,13.87913,67579,12.95,26.87,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 20:40:00,NA,NA,NA,NA,NA,NA,NA,30.26837,25.37631,20.64157,16.45507,14.91192,13.65661,NA,NA,NA,9.63296,128.2342,30.35785,0,0,13.88375,27.971,41.75,39.51,25.68,128.46,10.06,3.9699999999999998,14.79,0.030000000000000027,0.7000000000000001,4.25,13.620000000000001,5.92,1.05,0.743,6.42,11.46,1.21,8.465853,5.96461673115,13.84291,67580,13.02,26.66,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 20:50:00,NA,NA,NA,NA,NA,NA,NA,30.21008,25.26812,20.47622,16.51562,14.97845,13.67367,NA,NA,NA,9.61038,127.8138,30.30336,0,0,13.88541,27.924,41.52,39.32,25.56,128.23,10.05,3.6999999999999997,13.77,0.07000000000000006,0.7300000000000001,4.25,13.620000000000001,5.77,1.06,0.749,6.42,11.36,1.21,8.467398,5.965705260899999,13.84364,67581,13.02,26.58,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,30.19427,24.88214,20.43307,16.58593,15.06375,13.67407,NA,NA,NA,9.40164,125.0015,30.28658,0,0,13.92868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.470341,5.96777875155,13.83001,67582,13.14,26.56,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,7,7,7,7,7,7,6,6,6,6,6,6,6,7,7,7,7,7,0,0
BVR,50,2026-07-06 21:10:00,NA,NA,NA,NA,NA,NA,NA,30.20663,24.47961,20.38217,16.65512,15.0812,13.60156,NA,NA,NA,9.33127,123.9807,30.2467,0,0,13.85002,26.702,40.53,39.25,25.52,133.37,10.68,4.22,15.779999999999998,0,0.54,4.66,14.89,5.319999999999999,1.08,0.76,6.43,11.68,1.19,8.471414,5.968534733699999,13.71411,67583,13.18,26.43,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 21:20:00,NA,NA,NA,NA,NA,NA,NA,30.15783,24.29122,20.22442,16.65753,15.05905,13.56518,NA,NA,NA,9.56187,126.2536,29.88457,0,0,13.76859,26.419,40.24,39.18,25.47,133.42,10.74,4.069999999999999,15.219999999999999,0.040000000000000036,0.7000000000000001,4.61,14.74,5.72,1.09,0.767,6.43,11.68,1.19,8.470148,5.9676427734,13.69415,67584,13.18,26.27,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 21:30:00,NA,NA,NA,NA,NA,NA,NA,30.1686,24.06436,20.30987,16.63906,15.04495,13.56829,NA,NA,NA,9.55097,125.4758,29.59361,0,0,13.83731,26.138,39.97,39.12,25.43,129.49,10.48,4.52,16.95,0,0.64,4.62,14.780000000000001,5.66,1.09,0.772,6.42,11.66,1.19,8.469808,5.9674032264,13.79281,67585,13.18,26.12,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 21:40:00,NA,NA,NA,NA,NA,NA,NA,30.11679,23.91039,20.54199,16.62905,15.12655,13.66815,NA,NA,NA,9.42997,123.7018,29.50771,0,0,13.92853,25.646,39.55,39.07,25.39,120.41,9.83,4.08,15.239999999999998,0,0.5599999999999999,4.57,14.620000000000001,5.29,1.1,0.779,6.42,11.68,1.19,8.468766,5.9666690853,13.87933,67586,13.17,25.99,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 21:50:00,NA,NA,NA,NA,NA,NA,NA,30.0946,23.93048,20.81423,16.87435,15.19293,13.62725,NA,NA,NA,9.86718,129.1195,29.36639,0,0,13.86062,25.14,39.25,39.15,25.44,101.7,8.38,3.92,14.62,0,0.36,4.32,13.83,4.9799999999999995,1.11,0.786,6.43,11.66,1.19,8.468311,5.96634851505,13.7427,67587,13.18,25.87,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 22:00:00,NA,NA,NA,NA,NA,NA,NA,30.06423,23.94628,20.92523,16.99063,15.25628,13.57546,NA,NA,NA,9.598621,125.8612,29.48354,0,0,13.81597,25.103,39.24,39.17,25.46,112,9.24,4.06,15.14,0,0.5,4.5,14.41,5.68,1.12,0.791,6.43,11.65,1.19,8.469294,5.9670410877,13.66347,67588,13.19,25.75,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 22:10:00,NA,NA,NA,NA,NA,NA,NA,30.02181,24.02221,21.30862,17.12951,15.25805,13.54766,NA,NA,NA,9.722999,127.0869,29.30042,0,0,13.70589,25.062,39.05,39,25.35,107.64,8.89,3.8999999999999995,14.549999999999999,0,0.52,4.34,13.91,6.1499999999999995,1.13,0.798,6.42,11.65,1.19,8.473043,5.96968244565,13.63006,67589,13.16,25.62,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 22:20:00,NA,NA,NA,NA,NA,NA,NA,29.99557,24.00509,21.44375,17.15658,15.27978,13.5559,NA,NA,NA,9.81159,128.029,29.20383,0,0,13.68726,25.154,39.05,38.93,25.31,107.01,8.82,4.96,18.65,0,0.64,4.29,13.76,5.359999999999999,1.14,0.803,6.43,11.65,1.19,8.470994,5.968238822699999,13.63191,67590,13.16,25.5,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 22:30:00,NA,NA,NA,NA,NA,NA,NA,29.96325,23.96411,21.61773,17.03192,15.25259,13.62567,NA,NA,NA,9.82352,127.7105,28.99142,0,0,13.81567,25.14,39.07,38.97,25.33,109.91,9.060001,4.67,17.509999999999998,0,0.47,4.45,14.24,4.79,1.15,0.809,6.42,11.64,1.19,8.47195,5.9689123725,13.75675,67591,13.18,25.42,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 22:40:00,NA,NA,NA,NA,NA,NA,NA,29.92764,24.00909,21.62533,17.06475,15.15368,13.56793,NA,NA,NA,9.645661,124.991,28.80549,0,0,13.72256,25.146,39.1,38.99,25.34,109.29,9.01,4.03,15.04,0,0.48,4.46,14.280000000000001,4.92,1.16,0.818,6.42,11.65,1.19,8.470426,5.9678386383,13.67863,67592,13.16,25.33,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 22:50:00,NA,NA,NA,NA,NA,NA,NA,29.88198,23.92278,21.62878,16.9075,15.08343,13.55981,NA,NA,NA,9.75537,125.9425,28.593,0,0,13.70515,24.871,39.34,39.44,25.63,112.73,9.34,3.19,11.799999999999999,0,0.49,4.48,14.360000000000001,3.9899999999999998,1.16,0.822,6.42,11.63,1.2,8.470719,5.968045071450001,13.65445,67593,13.18,25.27,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 23:00:00,NA,NA,NA,NA,NA,NA,NA,29.83496,23.93246,21.60949,16.84738,15.04379,13.5483,NA,NA,NA,9.697661,124.6517,28.34465,0,0,13.70287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.470739,5.96805916245,13.72119,67594,13.14,25.2,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,7,7,7,7,7,7,6,6,6,6,6,6,6,7,7,7,7,7,0,0
BVR,50,2026-07-06 23:10:00,NA,NA,NA,NA,NA,NA,NA,29.80871,24.01351,21.69943,16.8385,15.08059,13.57766,NA,NA,NA,9.75485,125.1152,28.22155,0,0,13.72847,24.738,39.05,39.25,25.51,104.4,8.67,3.26,12.08,0,0.33999999999999997,4.55,14.56,3.48,1.2,0.849,6.43,11.64,1.2,8.473904,5.970289063199999,13.73179,67595,13.14,25.13,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 23:20:00,NA,NA,NA,NA,NA,NA,NA,29.76742,24.18203,21.95522,16.74487,15.09481,13.643370000000001,NA,NA,NA,9.71273,124.4227,28.15231,0,0,13.77147,24.839,39.05,39.17,25.46,110.42,9.15,3.61,13.42,0,0.39,4.6,14.72,4.6,1.21,0.855,6.42,11.63,1.2,8.474553,5.9707463161500005,13.82452,67596,13.16,25.07,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 23:30:00,NA,NA,NA,NA,NA,NA,NA,29.74533,24.45642,22.16802,16.6585,15.11755,13.71032,NA,NA,NA,9.790341,125.3163,28.1068,0,0,13.85092,25.049,39.18,39.15,25.45,113.83,9.4,4.109999999999999,15.349999999999998,0,0.53,4.59,14.700000000000001,4,1.21,0.857,6.43,11.65,1.2,8.472878,5.9695661949,13.88929,67597,13.13,25,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 23:40:00,NA,NA,NA,NA,NA,NA,NA,29.68737,24.77194,22.41665,16.54772,15.1195,13.79754,NA,NA,NA,9.87489,126.3142,28.0692,0,0,13.90524,25.402,39.26,38.96,25.32,112.22,9.2,4.87,18.3,0,0.59,4.63,14.82,5.1,1.21,0.854,6.42,11.61,1.2,8.472182,5.9690758281,13.9411,67598,13.14,24.94,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-06 23:50:00,NA,NA,NA,NA,NA,NA,NA,29.59185,25.229,22.56478,16.44049,15.09426,13.86074,NA,NA,NA,9.99179,127.3808,27.87938,0,0,13.96074,25.732,39.43,38.88,25.28,122.48,9.99,4.67,17.52,0.09000000000000008,0.7599999999999999,4.69,15.000000000000002,5.43,1.22,0.858,6.42,11.63,1.2,8.471162,5.9683571871,13.95424,67599,13.13,24.92,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-07-07,NA,NA,NA,NA,NA,NA,NA,29.48416,25.47198,22.33401,16.26394,14.99252,13.77566,NA,NA,NA,9.86351,125.7754,27.89266,0,0,13.94486,26.132,39.75,38.91,25.29,125.08,10.12,4.84,18.16,0.040000000000000036,0.7000000000000001,4.73,15.12,5.04,1.22,0.86,6.43,11.63,1.2,8.47249,5.9692928295000005,13.8889,67600,13.13,24.96,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
