Reservoir,Site,DateTime,ThermistorTemp_C_1,ThermistorTemp_C_2,ThermistorTemp_C_3,ThermistorTemp_C_4,ThermistorTemp_C_5,ThermistorTemp_C_6,ThermistorTemp_C_7,ThermistorTemp_C_8,ThermistorTemp_C_9,ThermistorTemp_C_10,ThermistorTemp_C_11,ThermistorTemp_C_12,ThermistorTemp_C_13,RDO_mgL_6,RDOsat_percent_6,RDOTemp_C_6,RDO_mgL_8,RDOsat_percent_8,RDOTemp_C_8,RDO_mgL_13,RDOsat_percent_13,RDOTemp_C_13,EXOTemp_C_1.5,EXOCond_uScm_1.5,EXOSpCond_uScm_1.5,EXOTDS_mgL_1.5,EXODOsat_percent_1.5,EXODO_mgL_1.5,EXOChla_RFU_1.5,EXOChla_ugL_1.5,EXOBGAPC_RFU_1.5,EXOBGAPC_ugL_1.5,EXOfDOM_RFU_1.5,EXOfDOM_QSU_1.5,EXOTurbidity_FNU_1.5,EXOPressure_psi,EXODepth_m,EXOBattery_V,EXOCablepower_V,EXOWiper_V,LvlPressure_psi_13,LvlDepth_m_13,LvlTemp_C_13,RECORD,CR6Battery_V,CR6Panel_Temp_C,Flag_ThermistorTemp_C_1,Flag_ThermistorTemp_C_2,Flag_ThermistorTemp_C_3,Flag_ThermistorTemp_C_4,Flag_ThermistorTemp_C_5,Flag_ThermistorTemp_C_6,Flag_ThermistorTemp_C_7,Flag_ThermistorTemp_C_8,Flag_ThermistorTemp_C_9,Flag_ThermistorTemp_C_10,Flag_ThermistorTemp_C_11,Flag_ThermistorTemp_C_12,Flag_ThermistorTemp_C_13,Flag_RDO_mgL_6,Flag_RDOsat_percent_6,Flag_RDOTemp_C_6,Flag_RDO_mgL_8,Flag_RDOsat_percent_8,Flag_RDOTemp_C_8,Flag_RDO_mgL_13,Flag_RDOsat_percent_13,Flag_RDOTemp_C_13,Flag_EXOTemp_C_1.5,Flag_EXOCond_uScm_1.5,Flag_EXOSpCond_uScm_1.5,Flag_EXOTDS_mgL_1.5,Flag_EXODOsat_percent_1.5,Flag_EXODO_mgL_1.5,Flag_EXOChla_RFU_1.5,Flag_EXOChla_ugL_1.5,Flag_EXOBGAPC_RFU_1.5,Flag_EXOBGAPC_ugL_1.5,Flag_EXOfDOM_RFU_1.5,Flag_EXOfDOM_QSU_1.5,Flag_EXOTurbidity_FNU_1.5,Flag_EXOPressure_psi,Flag_EXODepth_m,Flag_EXOBattery_V,Flag_EXOCablepower_V,Flag_EXOWiper_V,Flag_LvlPressure_psi_13,Flag_LvlTemp_C_13
BVR,50,2026-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.29107,96.67314,2.21524,13.33553,97.23778,2.306656,2.215,26.13,46.26,30.07,94.29,12.96,1.21,3.54,1.04,0.9700000000000001,3.67,11.360000000000001,15.29,2.73,1.923,4.17,11.3,1.19,8.564789,6.03432208995,2.319536,40672,12.87,5.4,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 00:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.28974,96.65842,2.213333,13.36035,97.37811,2.291283,2.219,26.12,46.24,30.06,94.29,12.96,1.3,3.87,1.06,0.9900000000000001,3.6799999999999997,11.4,15.25,2.75,1.934,4.18,11.28,1.19,8.565244,6.0346426602,2.302098,40673,12.87,5.443,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 00:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.27984,96.58827,2.21402,13.37227,97.40786,2.269699,2.218,26.12,46.24,30.06,94.26,12.96,1.24,3.6500000000000004,1.04,0.9800000000000001,3.6900000000000004,11.42,15.37,2.74,1.928,4.11,11.29,1.19,8.567772,6.0364237626,2.283726,40674,12.87,5.509,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 00:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.31284,96.83148,2.21524,13.38126,97.46369,2.266067,2.217,26.12,46.25,30.06,94.25,12.96,1.24,3.62,1.0099999999999998,0.9400000000000001,3.6500000000000004,11.31,15.46,2.74,1.927,4.09,11.29,1.19,8.566224,6.0353331192,2.274508,40675,12.88,5.633,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 00:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.29783,96.78294,2.238235,13.39625,97.50733,2.241348,2.227,26.12,46.23,30.05,94.32,12.96,1.2,3.5,1.0499999999999998,0.9800000000000001,3.66,11.34,15.25,2.73,1.923,4.14,11.14,1.19,8.56549,6.0348159795,2.261389,40676,12.72,5.832,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 00:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.29585,96.73381,2.22509,13.38299,97.36052,2.222328,2.249,26.15,46.24,30.06,94.3,12.95,1.1500000000000001,3.3200000000000003,1.0099999999999998,0.9400000000000001,3.67,11.370000000000001,15.530000000000001,2.74,1.927,4.08,11.13,1.19,8.566471,6.03550714305,2.243745,40677,12.69,6.181,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.29099,96.73314,2.238235,13.40426,97.52838,2.227341,2.225,26.12,46.23,30.05,94.26,12.96,1.1600000000000001,3.3500000000000005,1.0099999999999998,0.9400000000000001,3.6799999999999997,11.41,15.33,2.74,1.926,4.16,11.12,1.19,8.568618,6.0370198119000005,2.250387,40678,12.71,6.525,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 01:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.32461,96.98484,2.241005,13.39425,97.47818,2.235825,2.225,26.11,46.21,30.04,94.27,12.96,1.19,3.4300000000000006,1.0299999999999998,0.9600000000000001,3.67,11.360000000000001,15.29,2.73,1.921,4.16,11.12,1.19,8.55666,6.028594803000001,2.257877,40679,12.79,6.783,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 01:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.30622,96.85097,2.241005,13.39856,97.53254,2.244461,2.227,26.13,46.25,30.06,94.25,12.95,1.1300000000000001,3.24,0.99,0.93,3.67,11.370000000000001,15.52,2.74,1.926,4.16,11.21,1.19,8.56705,6.0359150775,2.274622,40680,12.87,6.811,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 01:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.30323,96.82669,2.239967,13.40965,97.60625,2.241867,2.236,26.14,46.24,30.06,94.3,12.96,1.1600000000000001,3.3200000000000003,1.0099999999999998,0.9400000000000001,3.67,11.370000000000001,15.379999999999999,2.73,1.924,4.1,11.28,1.2,8.570632,6.0384387755999995,2.262577,40681,12.88,6.698,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 01:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.31776,96.86589,2.214722,13.39677,97.51299,2.242043,2.252,26.14,46.23,30.05,94.25,12.94,1.18,3.4000000000000004,1,0.9400000000000001,3.67,11.370000000000001,15.489999999999998,2.73,1.922,4.16,11.27,1.2,8.570846,6.0385895493,2.26082,40682,12.88,6.549,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 01:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.29727,96.85248,2.266243,13.39772,97.6001,2.272278,2.258,26.15,46.23,30.05,94.3,12.95,1.2,3.4800000000000004,1.02,0.9500000000000001,3.6799999999999997,11.38,15.33,2.74,1.927,4.1,11.26,1.2,8.567917,6.03652592235,2.302478,40683,12.87,6.411,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.29304,96.7201,2.227699,13.39407,97.56498,2.269012,2.252,26.13,46.21,30.03,94.26,12.95,1.1300000000000001,3.2199999999999998,0.98,0.91,3.66,11.34,15.41,2.73,1.922,4.06,11.27,1.2,8.571504,6.039053143199999,2.296124,40684,12.87,6.284,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 02:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.27306,96.63285,2.249817,13.40078,97.54255,2.242218,2.269,26.16,46.22,30.05,94.26,12.94,1.2,3.4800000000000004,1.0099999999999998,0.9400000000000001,3.6799999999999997,11.4,15.379999999999999,2.74,1.927,4.1,11.26,1.2,8.565841,6.035063276550001,2.265546,40685,12.83,6.191,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 02:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.27565,96.65538,2.251198,13.37624,97.43408,2.268661,2.264,26.15,46.22,30.04,94.28,12.94,1.18,3.41,1,0.93,3.6799999999999997,11.4,15.37,2.73,1.923,4.16,11.26,1.21,8.563438,6.0333702429,2.287002,40686,12.88,6.089,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 02:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.28535,96.73522,2.254654,13.38375,97.49255,2.270035,2.265,26.16,46.25,30.06,94.24,12.94,1.2,3.4800000000000004,1.06,0.9900000000000001,3.6799999999999997,11.39,15.36,2.74,1.927,4.18,11.25,1.21,8.5732,6.04024806,2.281703,40687,12.84,6.008,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 02:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2941,96.69339,2.214554,13.38283,97.47425,2.265717,2.269,26.15,46.22,30.05,94.23,12.94,1.1600000000000001,3.33,1.02,0.9500000000000001,3.67,11.370000000000001,15.26,2.74,1.926,4.11,11.25,1.21,8.563934,6.0337196997,2.281475,40688,12.85,5.962,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 02:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.29984,96.80746,2.242027,13.3788,97.43946,2.263657,2.259,26.11,46.17,30.01,94.17,12.93,1.2,3.4699999999999998,1.02,0.9500000000000001,3.6799999999999997,11.4,15.26,2.73,1.921,4.16,11.25,1.2,8.541226,6.0177207783,2.278693,40689,12.83,5.961,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3184,96.90409,2.227501,13.39361,97.44049,2.223358,2.262,26.15,46.23,30.05,94.2,12.93,1.1700000000000002,3.37,1.02,0.9500000000000001,3.67,11.38,15.33,2.74,1.926,4.15,11.24,1.2,8.54167,6.0180335985,2.247116,40690,12.83,6.024,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 03:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.29845,96.72811,2.215759,13.38504,97.34244,2.209885,2.232,26.13,46.23,30.05,94.2,12.95,1.1400000000000001,3.25,1.02,0.9500000000000001,3.6799999999999997,11.4,15.299999999999999,2.74,1.926,4.1,11.25,1.19,8.563155,6.03317085525,2.229976,40691,12.84,6.132,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 03:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.30172,96.7519,2.215759,13.40741,97.48303,2.201569,2.226,26.13,46.25,30.06,94.2,12.95,1.1300000000000001,3.2300000000000004,1.0099999999999998,0.9400000000000001,3.6900000000000004,11.42,15.17,2.71,1.911,4.09,11.25,1.19,8.509274,5.9952089967,2.222774,40692,12.84,6.235,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 03:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.28357,96.62218,2.216621,13.40506,97.43802,2.191025,2.219,26.11,46.23,30.05,94.2,12.95,1.08,3.0300000000000002,0.98,0.91,3.6900000000000004,11.43,15.25,2.7,1.901,4.09,11.23,1.19,8.475434,5.9713670247,2.215271,40693,12.83,6.355,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 03:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.29766,96.71188,2.211769,13.40877,97.46538,2.191193,2.215,26.11,46.23,30.05,94.19,12.95,1.18,3.41,1.0099999999999998,0.9400000000000001,3.7,11.44,15.12,2.73,1.919,4.1,11.23,1.19,8.552982,6.0260034681,2.216708,40694,12.84,6.417,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 03:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.32209,96.87595,2.206589,13.40657,97.44994,2.191368,2.209,26.12,46.26,30.07,94.19,12.95,1.1300000000000001,3.2300000000000004,0.98,0.91,3.6799999999999997,11.4,15.57,2.73,1.919,4.16,11.24,1.19,8.523147,6.00498321885,2.219268,40695,12.83,6.381,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.32523,96.8669,2.194481,13.40816,97.4655,2.192932,2.207,26.1,46.23,30.05,94.26,12.96,1.11,3.16,1.0099999999999998,0.9400000000000001,3.6900000000000004,11.42,15.16,2.72,1.915,4.11,11.23,1.19,8.51529,5.9994475695,2.223758,40696,12.82,6.382,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 04:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.32005,96.83692,2.197418,13.40354,97.42554,2.190491,2.204,26.1,46.23,30.05,94.18,12.95,1.1300000000000001,3.24,1.0299999999999998,0.9600000000000001,3.67,11.35,15.37,2.73,1.925,4.16,11.23,1.19,8.456601,5.9580982345499995,2.213808,40697,12.83,6.412,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 04:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.32125,96.84018,2.195343,13.40026,97.40438,2.191551,2.208,26.1,46.23,30.05,94.13,12.94,1.1700000000000002,3.3600000000000003,1.02,0.9500000000000001,3.6799999999999997,11.41,15.14,2.74,1.926,4.07,11.21,1.19,8.540273,6.017049342149999,2.214678,40698,12.84,6.432,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 04:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.32792,96.87226,2.189102,13.40154,97.41204,2.190849,2.195,26.09,46.23,30.05,94.19,12.96,1.12,3.21,1.0099999999999998,0.9400000000000001,3.6799999999999997,11.41,15.17,2.74,1.926,4.14,11.22,1.19,8.545634,6.0208264347,2.207581,40699,12.83,6.437,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 04:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.31715,96.79214,2.188423,13.40121,97.40592,2.189461,2.189,26.09,46.23,30.05,94.18,12.96,1.11,3.1400000000000006,0.98,0.91,3.6799999999999997,11.4,15.59,2.72,1.917,4.23,11.08,1.19,8.524435,6.00589067925,2.211489,40700,12.63,6.493,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 04:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.32822,96.87538,2.189461,13.4124,97.48767,2.189629,2.198,26.09,46.23,30.05,94.18,12.95,1.1400000000000001,3.2800000000000002,0.99,0.92,3.6799999999999997,11.4,15.219999999999999,2.73,1.922,4.09,11.05,1.19,8.530279,6.01000806945,2.209825,40701,12.67,6.688,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.30855,96.72324,2.186005,13.40589,97.43766,2.188606,2.186,26.08,46.22,30.05,94.15,12.95,1.12,3.1800000000000006,0.99,0.92,3.6799999999999997,11.4,15.37,2.74,1.93,4.13,11.05,1.19,8.531127,6.01060552785,2.210216,40702,12.63,6.904,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 05:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.30692,96.72101,2.189644,13.39655,97.36061,2.18515,2.186,26.08,46.22,30.04,94.2,12.96,1.1400000000000001,3.2800000000000002,1.0099999999999998,0.9400000000000001,3.6900000000000004,11.41,15.29,2.73,1.924,4.13,11.03,1.19,8.523316,6.0051022878,2.206649,40703,12.72,7.096,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 05:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3325,96.87082,2.175972,13.39692,97.36245,2.184784,2.187,26.08,46.22,30.05,94.16,12.95,1.11,3.17,1.0299999999999998,0.9600000000000001,3.67,11.370000000000001,15.37,2.75,1.934,4.12,11.19,1.19,8.526129,6.007084186949999,2.204191,40704,12.79,7.073,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 05:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.30051,96.67208,2.188782,13.40162,97.40372,2.187561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.49242,5.983334511,2.205426,40705,12.79,6.969,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,7,7,7,7,7,7,6,6,6,6,6,6,6,7,7,7,7,7,0,0
BVR,50,2026-01-01 05:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.30702,96.66236,2.16713,13.39818,97.3629,2.181511,2.178,26.09,46.25,30.06,94.18,12.96,1.1400000000000001,3.26,1,0.93,3.6900000000000004,11.43,15.27,2.73,1.922,4.14,11.19,1.2,8.521813,6.00404334915,2.204872,40706,12.79,6.848,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 05:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.31062,96.72242,2.179947,13.41539,97.45801,2.170265,2.184,26.08,46.22,30.04,94.14,12.95,1.12,3.2,1.0099999999999998,0.9400000000000001,3.67,11.360000000000001,15.52,2.74,1.931,4.16,11.18,1.2,8.53983,6.0167372265,2.198836,40707,12.78,6.731,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.31863,96.77008,2.175972,13.4189,97.47795,2.168182,2.185,26.09,46.23,30.05,94.14,12.95,1.11,3.17,1.02,0.9500000000000001,3.67,11.360000000000001,15.600000000000001,2.73,1.923,4.19,11.18,1.2,8.534446,6.0129439293,2.194893,40708,12.74,6.628,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 06:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.30926,96.7052,2.17717,13.40872,97.39678,2.165405,2.187,26.08,46.22,30.04,94.12,12.95,1.1300000000000001,3.2199999999999998,0.99,0.92,3.6799999999999997,11.4,15.42,2.72,1.916,4.19,11.17,1.2,8.550922,6.0245520951,2.193671,40709,12.78,6.548,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 06:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3125,96.71772,2.173019,13.41522,97.44168,2.164558,2.17,26.07,46.23,30.05,94.13,12.96,1.1500000000000001,3.3100000000000005,1.0099999999999998,0.9400000000000001,3.6799999999999997,11.39,15.34,2.74,1.929,4.13,11.17,1.2,8.549988,6.0238940454000005,2.182956,40710,12.76,6.464,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 06:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.32664,96.80857,2.168518,13.41028,97.40882,2.165749,2.174,26.07,46.23,30.05,94.19,12.96,1.1500000000000001,3.29,1.0099999999999998,0.9400000000000001,3.67,11.360000000000001,15.57,2.71,1.907,4.13,11.16,1.2,8.492348,5.9832837834,2.184353,40711,12.76,6.407,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 06:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.30837,96.6641,2.164017,13.41637,97.44913,2.164207,2.173,26.07,46.22,30.04,94.19,12.96,1.11,3.1500000000000004,1.0299999999999998,0.9600000000000001,3.6799999999999997,11.39,15.57,2.74,1.928,4.18,11.16,1.2,8.516782,6.000498758099999,2.181092,40712,12.75,6.35,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 06:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.32695,96.79723,2.163338,13.42026,97.47178,2.162125,2.168,26.05,46.2,30.03,94.16,12.96,1.1400000000000001,3.2800000000000002,1.0099999999999998,0.9500000000000001,3.6799999999999997,11.39,15.620000000000001,2.74,1.932,4.16,11.15,1.2,8.497023,5.98657755465,2.177077,40713,12.76,6.296,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
